poetry,fiction,correspondence/journal,essays,musings,reviews,viscera,pith,funny,tidbit,Text,date,collection,blog,poem,form,tone
x,,,,,,,,,,"Christiaan Huygens, the Dutchman, discovered Titan, moon of Saturn, on a night like this; he clacked his clogs up the dyke and down it; pendulous as whales, the sleek flensed body; Van Gogh cut an ear for her, Leeuwenhoek observed it at tiny levels; all for her, the fair ringed lady of the sky, and for her sullen vassal. ",20251221,,x,"Christiaan Huygens, the Dutchman, discovered Titan,
moon of Saturn, on a night like this;
he clacked his clogs up the dyke and down it,
pendulous as whales, the sleek flensed body

Van Gogh cut an ear for her, Leeuwenhoek observed it at tiny levels
all for her, the fair ringed lady of the sky, 
and for her sullen vassal.",freeverse,
x,,,,x,,x,,,,"to leave behind a shaggy nest of made things for another to roost in, or to spot from a distance. or to make soup out of. ",20251220,,x,"to leave behind a shaggy nest of made things 
for another to roost in, 
or to spot from a distance,
or to make soup out of. ",freeverse,
,,,,,,,x,,,i have no doubt...there is no doubt to have,20251220,,x,,,
x,,,,,,x,,,,"the way the slope of the roof nearest intersects with the peak of the one beyond, the black of the shingles in this low light indistinguishes, and they become two triangles.",20251220,,x,"the way the slope of the roof nearest intersects 
with the peak of the one beyond, 
the black of the shingles in this low light indistinguishes, 
and they become two triangles.",freeverse,
,x,,,,,x,,,,"the ship was set for embarkation at 11:59 am; it did not depart the harbor until 3pm. within that span of time, a number of remarkable things occurred that I will take care to recount here, in as much detail as I am able.",20251220,,x,,,
,x,,,,,x,,,,"When Ashwaganda Piglet went to go down to the market, he knew it was his last time going. there would be objects there for purchase and on sale, but he would not loose his purse for them.",20251220,,x,,,
,,,,x,,,,,,"my post-/off-med feeblemindedness is an opportunity maybe to think and write more simply. incapable of reaching the high places, I'll just describe the things around me here on the ground. or maybe I'll stop trying to describe them and simply behold them. ",20251220,,x,,,
,,,,,x,,,,,the charm of bobby hill is that he has the cosmopolitan flair and coquetteish wit of an upmarket socialite combined with the gross appetites and wide-eyed naivete of a preteen rube.,20251217,,x,,,
,,,,,x,,,,,"cant believe i didnt see it. the plurb is AI: obsequious, distributed, omniscient, alien, cannabalistic (model collapse, hpd), scrupulously ethical but only in the most superficial sense, uncanny....it ""feels,"" to the extent it feels, only a delocalized approximate mean, what manifests as empathic response on its body hardware is the pain of deparameterization, some disallowed input or illict prompt.",20251210,,x,,,
,,,,,,x,,x,,the Jizzard of Poz,20251206,,x,,,
,,,,,,,x,,,only taut strings resonate,20251208,,x,,,
x,,,,,x,,,,,"""Human enterprise has two aspects: it is both success and failure...Poetry is a case of the loser winning. And the genuine poet chooses to lose, even if he has to go so far as to die, in order to win...Thus, if one absolutely wishes to speak of the engagement of the poet, let us say that he is the man who engages himself to lose....it is his deepest choice, the source, and not the consequence of his poetry. He is certain of the total defeat of the human enterprise and arranges to fail in his own life in order to bear witness, by his individual defeat, to human defeat in general. Thus, he contests, as we shall see, which is what the prose-writer does too. But the contesting of prose is carried one in the name of a greater success; and that of poetry, in the name of the hidden defeat which every victory conceals.""

wherein it is laid out plainly,
a sumptuous excruciation,
the reason and nature of my torments

wherein the haughty Frank
unclothes the morbid Saxon
and tells him what he knows
that his member suffices not
it is dismember, 
barely-there,
the residuum of animal engagement

like the sad lion 
at the run-down zoo
or the crocodile in his enclosure
who prophesies vaguely
of Armageddon
the many eyed Cherubim 
and the sickle that is an arm
that is 10 arms wielding bris knives 

Fin. Fin. 
As fishes crawled once onto the land
to learn walking,
So will I return there 
to the sea, to the infinite belly,
to learn how to drown.

the current flows thick and implacable there
abyssopelagic syrup
to coat the flapjack invertebrate
who drifts waveringly
toward that Lost Supper
its flaking chiaroscuro
on sunken walls
  to bless the 12,
  and the thirteenth,
at once and for all. 

apostle for a stone that shall not roll,
	Eli, Eli, lama azavtani
celebrant of a Christ unrisen
such is the writer of verses
and such am I.",20251206,,x,"wherein it is laid out plainly,
a sumptuous excruciation,
the reason and nature of my torments

wherein the haughty Frank
unclothes the morbid Saxon
and tells him what he knows
that his member suffices not
it is dismember, 
barely-there,
the residuum of animal engagement

like the sad lion 
at the run-down zoo
or the crocodile in his enclosure
who prophesies vaguely
of Armageddon
the many eyed Cherubim 
and the sickle that is an arm
that is 10 arms wielding bris knives 

Fin. Fin. 
As fishes crawled once onto the land
to learn walking,
So will I return there 
to the sea, to the infinite belly,
to learn how to drown.

the current flows thick and implacable there
abyssopelagic syrup
to coat the flapjack invertebrate
who drifts waveringly
toward that Lost Supper
its flaking chiaroscuro
on sunken walls
to bless the 12,
and the thirteenth,
at once and for all. 

apostle for a stone that shall not roll,
Eli, Eli, lama azavtani
celebrant of a Christ unrisen
such is the writer of verses
and such am I.",freeverse,
,,,,x,,,,,,"I used to think that emotions were cancerous, that they took hold of you and ravaged you. they were, I believed, things to be excised or irradiated--malignant growths.

Now, I begin to see them differently--as indicators--not as a source of harm but as symptomatic of underlying conditions or states that must be heeded, savored; only then do they subside.",20251203,,x,,,
,,,,x,,,x,,,"they say time keeps getting faster and faster until you die. maybe death is light-speed then, the point at which one can go no faster. ",20251204,,x,,,
,,,,c,,c,,c,,"two movie ideas:
1. it's called Oven. a lady tries to <a href=""https://knowyourmeme.com/memes/an-hero"">an hero</a> Slyvia Plath style and discovers a passageway connecting all the ovens of suicidal people around the world.
the movie ends with a long shot of the sun.

2. a guy with a very very long penis creates a special device, similar to a garden hose reel, to neatly spool up and store the male member, only to discover--after attempting to market the product--that no one else has a penis as long as his, whereupon he hangs himself with his very long penis. it's called ""Hanging Dong"" (his name is Peter Dong)",20251202,,x,,,
x,,,,,x,,,,,"""in twenty minutes' time we shall
or at such point we must""
Satre was correct, I see, 
to say that poets represent
and do not signify,
at least not straightaway or by design.

the word is object, or so it becomes
when gazed upon as mirrors are
to occupy a state,
transformed into a body that is not a body--

the poet cannot choose
he can only permit or be permitted 
by his strange carapace
more oddly shaped than most,
formed of a great many scales and pieces, 
each a set of words
that volunteer themselves 
to some expressive end.

so does the poet end up naked,
having used his shell to make these bodies that are not
for others to put on at will
and feel language the other way round,
a sock turned inside out.

sarte was correct, I see.
this is not existence,
and it is not the poet's to exist.
for he shies from the anguish
of word's malign utility.

he is animal,
and a frail one,
who consorts with other animals--
the musician and the painter--
these beasts of temperament, 
becoming naked.

not so the great Prosodist,
who Exists in surfeit,
cloth-ed utterly and attended by pomp,
a tyrant and king, 
a sly knave,
an engineer of lofty works,
a layer of plans.
It is he, extant, who
engages the word with purpose and aplomb
to End and to Begin a thing,
though to uncertain effect,
which certitude grants furtherance
in many words to come.",20251201,,x,"""in twenty minutes' time we shall
or at such point we must""

Satre was correct, I see, 
to say that poets represent
and do not signify,
at least not straightaway or by design.

the word is object, or so it becomes
when gazed upon as mirrors are
to occupy a state,
transformed into a body that is not a body

the poet cannot choose
he can only permit or be permitted 
by his strange carapace
more oddly shaped than most,
formed of a great many scales and pieces, 
each a set of words
that volunteer themselves 
to some expressive end.

so does the poet end up naked,
having used his shell to make these bodies that are not
for others to put on at will
and feel language the other way round,
a sock turned inside out.

Sarte was correct, I see.
this is not existence,
and it is not the poet's to exist.
for he shies from the anguish
of word's malign utility.

he is animal,
and a frail one,
who consorts with other animals--
the musician and the painter--
these beasts of temperament, 
becoming naked.

not so the great Prosodist,
who Exists in surfeit,
cloth-ed utterly and attended by pomp,
a tyrant and king, 
a sly knave,
an engineer of lofty works,
a layer of plans.
It is he, extant, who
engages the word with purpose and aplomb
to End and to Begin a thing,
though to uncertain effect,
which certitude grants furtherance
in many words to come.",freeverse,
